00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:02:27,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:04:16,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076439,2019-12-24 00:07:13,28.22609711,113.1576767
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:08:23,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:08:25,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:09:41,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:11:28,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:12:38,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:15:13,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:15:26,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076167,2019-12-24 00:15:36,28.232078,113.15936200000002
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:18:40,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:19:06,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:19:13,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:19:43,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:20:33,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:20:34,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:23:24,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:24:10,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:24:11,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:24:55,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:24:58,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:25:15,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:25:25,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:27:54,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:28:09,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:28:48,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:29:46,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:30:29,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:31:03,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:32:03,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:32:43,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:36:13,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:36:55,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:37:20,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:38:27,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:39:35,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:39:36,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:40:21,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:44:25,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:45:39,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:46:36,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:46:53,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:46:54,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:47:57,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:48:07,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:48:23,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:48:43,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:48:53,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:49:12,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:49:39,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:50:14,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:51:11,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:52:43,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:53:25,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:54:01,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:54:46,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:54:57,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:55:15,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:56:14,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:56:45,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:56:46,28.22597122,113.157486
00138fd02fc6c5006ab4238623014266,58339-252076419,2019-12-24 00:57:30,28.22597122,113.157486
